 origin | dest | distance | vuelos 
 CVG    | DFW  |   812.00 |    392
 CVG    | DTW  |   229.00 |    730
 CVG    | EWR  |   569.00 |    485
 CVG    | FLL  |   932.00 |    179
 CVG    | FWA  |   136.00 |     89
 CVG    | IAH  |   871.00 |    200
 CVG    | IND  |    98.00 |    605
 CVG    | JAN  |   555.00 |    171
 CVG    | JFK  |   589.00 |     90
 CVG    | LAX  |  1900.00 |    251
 CVG    | LEX  |    70.00 |    437
 CVG    | LGA  |   585.00 |    429
 CVG    | LIT  |   513.00 |    162
 CVG    | MCI  |   539.00 |    231
 CVG    | MCO  |   756.00 |    270
 CVG    | MEM  |   403.00 |    501
 CVG    | MIA  |   948.00 |    105
 CVG    | MSP  |   596.00 |    427
 CVG    | MSY  |   700.00 |    264
 CVG    | ORD  |   264.00 |   1175
 CVG    | ORF  |   485.00 |    178
 CVG    | PBI  |   892.00 |    177
 CVG    | PDX  |  1975.00 |     83
 CVG    | PHL  |   507.00 |    575
 CVG    | PHX  |  1569.00 |    182
 CVG    | PIT  |   256.00 |    689
 CVG    | RDU  |   390.00 |    163
 CVG    | RIC  |   413.00 |    255
 CVG    | RSW  |   879.00 |     91
 CVG    | SAN  |  1865.00 |     92
 CVG    | SDF  |    83.00 |    665
 CVG    | SEA  |  1964.00 |     88
 CVG    | SFO  |  2036.00 |    174
 CVG    | SLC  |  1449.00 |    185
 CVG    | STL  |   307.00 |    581
 CVG    | TPA  |   773.00 |    269
 CVG    | TYS  |   226.00 |     79
 CWA    | DTW  |   363.00 |    133
 CWA    | MSP  |   175.00 |    287
 DAB    | ATL  |   366.00 |    789
 DAB    | CLT  |   416.00 |     83
 DAB    | EWR  |   884.00 |     11
 DAB    | JAX  |    97.00 |    179
 DAB    | MLB  |    78.00 |    278
 DAB    | RDU  |   480.00 |    173
 DAL    | ABQ  |   580.00 |    231
 DAL    | AMA  |   324.00 |    539
 DAL    | AUS  |   189.00 |    914
 DAL    | ELP  |   562.00 |    244
 DAL    | HOU  |   239.00 |   2503
 DAL    | IAH  |   217.00 |    587
 DAL    | LBB  |   293.00 |    588
 DAL    | LIT  |   296.00 |    464
 DAL    | MAF  |   319.00 |    568
 DAL    | OKC  |   181.00 |    611
 DAL    | SAT  |   248.00 |   1016
 DAL    | TUL  |   237.00 |    606
 DAY    | ATL  |   432.00 |    440
 DAY    | AZO  |   176.00 |    340
 DAY    | BOS  |   709.00 |    177
 DAY    | BWI  |   406.00 |     78
 DAY    | CAK  |   162.00 |    268
 DAY    | CLT  |   370.00 |    271
 DAY    | CMH  |    72.00 |    142
 DAY    | CMI  |   216.00 |    259
 DAY    | CRW  |   176.00 |     26
 DAY    | CVG  |    64.00 |    171
 DAY    | DCA  |   391.00 |    353
 DAY    | DEN  |  1084.00 |     86
 DAY    | DFW  |   861.00 |    262
 DAY    | DTW  |   166.00 |    278
 DAY    | EVV  |   220.00 |    252
 DAY    | EWR  |   533.00 |    250
 DAY    | FLL  |   982.00 |     87
 DAY    | FNT  |   213.00 |    266
 DAY    | FWA  |    90.00 |    177
 DAY    | GRR  |   217.00 |    344
 DAY    | JFK  |   554.00 |     90
 DAY    | LAN  |   200.00 |    265
 DAY    | LAX  |  1925.00 |    179
 DAY    | LGA  |   549.00 |    341
 DAY    | MCO  |   808.00 |    317
 DAY    | MIA  |   999.00 |    178
 DAY    | MSP  |   574.00 |    164
 DAY    | ORD  |   240.00 |    778
 DAY    | PHL  |   477.00 |    419
 DAY    | PIT  |   215.00 |    336
 DAY    | SBN  |   166.00 |    347
 DAY    | SDF  |   144.00 |    246
 DAY    | SFO  |  2051.00 |     89
 DAY    | STL  |   338.00 |    341
 DAY    | SYR  |   476.00 |      1
 DAY    | TOL  |   119.00 |    177
 DAY    | TPA  |   828.00 |    229
 DCA    | ALB  |   318.00 |    160
 DCA    | ATL  |   547.00 |   1306
 DCA    | BDL  |   313.00 |    329
 DCA    | BNA  |   562.00 |    256
 DCA    | BOS  |   399.00 |   1824
 DCA    | BUF  |   296.00 |    215
 DCA    | BWI  |    30.00 |      1
 DCA    | CLE  |   310.00 |    539
 DCA    | CLT  |   331.00 |    534
 DCA    | CMH  |   322.00 |    383
 DCA    | CRW  |   249.00 |    159
 DCA    | CVG  |   411.00 |    327
 DCA    | DAY  |   391.00 |    338
 DCA    | DFW  |  1192.00 |    824
 DCA    | DTW  |   405.00 |    595
 DCA    | EWR  |   199.00 |   1102
 DCA    | FLL  |   899.00 |     79
 DCA    | GSO  |   248.00 |    264
 DCA    | IAD  |    24.00 |    106
 DCA    | IAH  |  1208.00 |    301
 DCA    | IND  |   499.00 |    249
 DCA    | ISP  |   249.00 |    148
 DCA    | JFK  |   213.00 |    422
 DCA    | LEX  |   414.00 |     77
 DCA    | LGA  |   214.00 |   2566
 DCA    | MCI  |   950.00 |    255
 DCA    | MCO  |   759.00 |    413
 DCA    | MEM  |   762.00 |    331
 DCA    | MIA  |   920.00 |    569
 DCA    | MSP  |   931.00 |    504
 DCA    | MSY  |   969.00 |    145
 DCA    | ORD  |   612.00 |   1331
 DCA    | ORF  |   142.00 |    218
 DCA    | PBI  |   857.00 |    155
 DCA    | PHL  |   119.00 |      1
 DCA    | PIT  |   205.00 |    589
 DCA    | PVD  |   357.00 |    511
 DCA    | RDU  |   227.00 |    768
 DCA    | ROC  |   296.00 |    242
 DCA    | SDF  |   474.00 |    172
 DCA    | STL  |   719.00 |    734
 DCA    | SYR  |   298.00 |    588
 DCA    | TPA  |   814.00 |    182
 DEN    | ABQ  |   349.00 |    773
 DEN    | AMA  |   358.00 |    167
 DEN    | ATL  |  1199.00 |    808
 DEN    | AUS  |   775.00 |    237
 DEN    | BDL  |  1671.00 |    162
 DEN    | BFL  |   845.00 |    114
 DEN    | BIL  |   455.00 |    518
 DEN    | BIS  |   517.00 |    250
 DEN    | BOI  |   649.00 |    490
 DEN    | BOS  |  1754.00 |    467
 DEN    | BUF  |  1359.00 |     79
 DEN    | BUR  |   850.00 |    534
 DEN    | BWI  |  1491.00 |    167
 DEN    | BZN  |   525.00 |    158
 DEN    | CID  |   692.00 |    301
 DEN    | CLE  |  1201.00 |    472
 DEN    | CLT  |  1337.00 |    158
 DEN    | CMH  |  1155.00 |    162
 DEN    | COS  |    72.00 |    692
 DEN    | CPR  |   230.00 |    254
 DEN    | CVG  |  1069.00 |    226
 DEN    | DAY  |  1084.00 |     85
 DEN    | DFW  |   641.00 |   1618
 DEN    | DSM  |   589.00 |    551
 DEN    | DTW  |  1123.00 |    671
 DEN    | ELP  |   563.00 |    267
 DEN    | EUG  |   997.00 |    314
 DEN    | EWR  |  1605.00 |    722
 DEN    | FAR  |   627.00 |    136
 DEN    | FAT  |   844.00 |    283
 DEN    | FSD  |   483.00 |    352
 DEN    | GEG  |   836.00 |    392
 DEN    | GJT  |   212.00 |    385
 DEN    | HNL  |  3365.00 |     90
 DEN    | HOU  |   883.00 |    242
 DEN    | IAD  |  1452.00 |    751
 DEN    | IAH  |   861.00 |    879
 DEN    | ICT  |   419.00 |    646
 DEN    | IND  |   977.00 |    327
 DEN    | JFK  |  1626.00 |    174
 DEN    | LAS  |   629.00 |    975
 DEN    | LAX  |   862.00 |   1524
 DEN    | LGA  |  1619.00 |    786
 DEN    | LNK  |   423.00 |    338
 DEN    | MCI  |   533.00 |    767
 DEN    | MCO  |  1545.00 |    322
 DEN    | MDW  |   895.00 |    553
 DEN    | MEM  |   872.00 |    221
 DEN    | MIA  |  1709.00 |    280
 DEN    | MKE  |   895.00 |    387
 DEN    | MLI  |   751.00 |    112
 DEN    | MSN  |   826.00 |    161
 DEN    | MSP  |   680.00 |   1006
 DEN    | MSY  |  1062.00 |    327
 DEN    | OAK  |   957.00 |    700
 DEN    | OKC  |   495.00 |    667
 DEN    | OMA  |   472.00 |    724
 DEN    | ONT  |   819.00 |    652
 DEN    | ORD  |   888.00 |   1754
 DEN    | PDX  |   992.00 |    625
 DEN    | PHL  |  1557.00 |    361
 DEN    | PHX  |   602.00 |   1223
 DEN    | PIH  |   463.00 |      1
 DEN    | PIT  |  1290.00 |    429
 DEN    | PSP  |   776.00 |    324
 DEN    | RAP  |   301.00 |    239
 DEN    | RNO  |   804.00 |    653
 DEN    | SAN  |   853.00 |    785
 DEN    | SAT  |   794.00 |    255
 DEN    | SBA  |   916.00 |    248
 DEN    | SCK  |   902.00 |     49
 DEN    | SDF  |  1023.00 |     87
 DEN    | SEA  |  1024.00 |    769
 DEN    | SFO  |   967.00 |   1155
 DEN    | SGF  |   637.00 |    214
 DEN    | SJC  |   948.00 |    642
 DEN    | SLC  |   391.00 |   1341
 DEN    | SMF  |   910.00 |    642
 DEN    | SNA  |   846.00 |    396
 DEN    | STL  |   770.00 |    866
 DEN    | TPA  |  1506.00 |    165
 DEN    | TUL  |   541.00 |    551
 DEN    | TUS  |   639.00 |    504
 DFW    | ABQ  |   569.00 |    951
 DFW    | AMA  |   313.00 |    588
 DFW    | ATL  |   732.00 |   1825
 DFW    | AUS  |   190.00 |   1532
 DFW    | BDL  |  1471.00 |     88
 DFW    | BFL  |  1271.00 |    165
 DFW    | BHM  |   597.00 |    259
 DFW    | BNA  |   631.00 |    780
 DFW    | BOS  |  1562.00 |    548
 DFW    | BTR  |   383.00 |    607
 DFW    | BUR  |  1231.00 |    178
 DFW    | BWI  |  1217.00 |    446
 DFW    | CLE  |  1021.00 |    159
 DFW    | CLT  |   936.00 |    580
 DFW    | CMH  |   927.00 |    162
 DFW    | COS  |   592.00 |    240
 DFW    | CRP  |   354.00 |    303
 DFW    | CVG  |   812.00 |    516
 DFW    | DAY  |   861.00 |    261
 DFW    | DCA  |  1192.00 |    761
 DFW    | DEN  |   641.00 |   1541
 DFW    | DSM  |   624.00 |    150
 DFW    | DTW  |   987.00 |    825
 DFW    | ELP  |   551.00 |    950
 DFW    | EWR  |  1372.00 |    577
 DFW    | FLL  |  1119.00 |    256
 DFW    | GSO  |   999.00 |     91
 DFW    | GUC  |   678.00 |     26
 DFW    | HDN  |   769.00 |     27
 DFW    | HNL  |  3784.00 |    240
 DFW    | HOU  |   247.00 |   1176
 DFW    | HRL  |   461.00 |    327
 DFW    | HSV  |   603.00 |    167
 DFW    | IAD  |  1172.00 |    453
 DFW    | IAH  |   224.00 |   2043
 DFW    | ICT  |   328.00 |    335
 DFW    | IND  |   762.00 |    238
 DFW    | JAN  |   408.00 |    529
 DFW    | JAX  |   919.00 |    257
 DFW    | JFK  |  1391.00 |    254
 DFW    | LAS  |  1055.00 |    770
 DFW    | LAX  |  1235.00 |   1162
 DFW    | LBB  |   282.00 |    669
 DFW    | LGA  |  1389.00 |    893
 DFW    | LGB  |  1220.00 |    427
 DFW    | LIT  |   304.00 |    778
 DFW    | MAF  |   309.00 |    336
 DFW    | MCI  |   460.00 |    778
 DFW    | MCO  |   984.00 |    627
 DFW    | MEM  |   432.00 |   1084
 DFW    | MIA  |  1121.00 |    456
 DFW    | MLU  |   293.00 |     85
 DFW    | MOB  |   540.00 |     85
 DFW    | MSP  |   852.00 |    682
 DFW    | MSY  |   448.00 |    955
 DFW    | OAK  |  1456.00 |    175
 DFW    | OKC  |   175.00 |   1421
 DFW    | OMA  |   583.00 |    317
 DFW    | ONT  |  1189.00 |    661
 DFW    | ORD  |   802.00 |   1521
 DFW    | ORF  |  1213.00 |    164
 DFW    | PBI  |  1103.00 |    250
 DFW    | PDX  |  1616.00 |    357
 DFW    | PHL  |  1302.00 |    577
 DFW    | PHX  |   868.00 |    943
 DFW    | PIT  |  1068.00 |    509
 DFW    | PSP  |  1126.00 |     57
 DFW    | RDU  |  1062.00 |    343
 DFW    | RIC  |  1158.00 |     82
 DFW    | RNO  |  1345.00 |    259
 DFW    | RSW  |  1017.00 |    104
 DFW    | SAN  |  1171.00 |    776
 DFW    | SAT  |   247.00 |   1702
 DFW    | SAV  |   925.00 |     87
 DFW    | SDF  |   733.00 |    411
 DFW    | SEA  |  1660.00 |    577
 DFW    | SFO  |  1464.00 |   1066
 DFW    | SHV  |   190.00 |    954
 DFW    | SJC  |  1438.00 |    353
 DFW    | SJU  |  2165.00 |     84
 DFW    | SLC  |   988.00 |    751
 DFW    | SMF  |  1431.00 |    332
 DFW    | SNA  |  1205.00 |    403
 DFW    | STL  |   551.00 |   1147
 DFW    | TPA  |   929.00 |    675
 DFW    | TUL  |   237.00 |   1426
 DFW    | TUS  |   813.00 |    338
 DLH    | MSP  |   144.00 |    349
 DRO    | GJT  |   142.00 |     85
 DRO    | PHX  |   351.00 |     86
 DSM    | CID  |   104.00 |    246
 DSM    | DEN  |   589.00 |    559
 DSM    | DFW  |   624.00 |    256
 DSM    | FSD  |   211.00 |     85
 DSM    | MEM  |   490.00 |    156
 DSM    | MLI  |   164.00 |     57
 DSM    | MSP  |   232.00 |    334
 DSM    | OMA  |   117.00 |    178
 DSM    | ORD  |   299.00 |    793
 DSM    | PHX  |  1149.00 |    253
 DSM    | STL  |   260.00 |    494
 DTW    | ABE  |   424.00 |    227
 DTW    | ALB  |   488.00 |    220
 DTW    | ATL  |   594.00 |   1219
 DTW    | ATW  |   297.00 |    122
 DTW    | AZO  |   113.00 |    260
 DTW    | BDL  |   548.00 |    389
 DTW    | BNA  |   457.00 |    543
 DTW    | BOS  |   632.00 |    543
 DTW    | BUF  |   240.00 |    300
 DTW    | BWI  |   408.00 |    565
 DTW    | CAK  |   133.00 |    210
 DTW    | CID  |   431.00 |     86
 DTW    | CLE  |    95.00 |    661
 DTW    | CLT  |   500.00 |    310
 DTW    | CMH  |   155.00 |    301
 DTW    | CVG  |   229.00 |    729
 DTW    | CWA  |   363.00 |    130
 DTW    | DAY  |   166.00 |    258
 DTW    | DCA  |   405.00 |    605
 DTW    | DEN  |  1123.00 |    679
 DTW    | DFW  |   987.00 |    823
 DTW    | ERI  |   163.00 |    216
 DTW    | EWR  |   487.00 |    954
 DTW    | FLL  |  1127.00 |    166
 DTW    | FWA  |   128.00 |    275
 DTW    | GRB  |   288.00 |    289
 DTW    | GRR  |   120.00 |    374
 DTW    | HOU  |  1093.00 |    237
 DTW    | HPN  |   505.00 |    237
 DTW    | IAD  |   383.00 |    558
 DTW    | IAH  |  1076.00 |    248
 DTW    | IND  |   231.00 |    610
 DTW    | JFK  |   508.00 |    346
 DTW    | LAN  |    74.00 |    246
 DTW    | LAS  |  1750.00 |     79
 DTW    | LAX  |  1979.00 |    320
 DTW    | LGA  |   501.00 |    781
 DTW    | MBS  |    98.00 |    418
 DTW    | MCI  |   629.00 |    626
 DTW    | MCO  |   957.00 |    329
 DTW    | MDW  |   229.00 |    931
 DTW    | MEM  |   610.00 |    390
 DTW    | MIA  |  1145.00 |    274
 DTW    | MKE  |   238.00 |    602
 DTW    | MSN  |   312.00 |    298
 DTW    | MSP  |   528.00 |    715
 DTW    | ORD  |   235.00 |   1533
 DTW    | PBI  |  1087.00 |    154
 DTW    | PHL  |   453.00 |    778
 DTW    | PHX  |  1671.00 |    155
 DTW    | PIA  |   346.00 |    123
 DTW    | PIT  |   201.00 |    969
 DTW    | PVD  |   614.00 |    224
 DTW    | RDU  |   501.00 |    262
 DTW    | ROC  |   296.00 |    355
 DTW    | SAN  |  1957.00 |    141
 DTW    | SBN  |   157.00 |    285
 DTW    | SDF  |   306.00 |    212
 DTW    | SEA  |  1927.00 |    152
 DTW    | SFO  |  2079.00 |    332
 DTW    | SRQ  |  1023.00 |     76
 DTW    | STL  |   440.00 |    841
 DTW    | SYR  |   374.00 |    299
 DTW    | TPA  |   983.00 |    260
 EAU    | LSE  |    69.00 |     76
 EAU    | MSP  |    85.00 |    241
 ELM    | BGM  |    48.00 |     82
 ELM    | ITH  |    32.00 |     91
 ELM    | PIT  |   208.00 |    255
 ELM    | SYR  |    77.00 |    252
 ELP    | ABQ  |   223.00 |    603
 ELP    | AUS  |   528.00 |    309
 ELP    | DAL  |   562.00 |    296
 ELP    | DEN  |   563.00 |    288
 ELP    | DFW  |   551.00 |    961
 ELP    | HOU  |   677.00 |    215
 ELP    | IAH  |   667.00 |    173
 ELP    | LAS  |   584.00 |     87
 ELP    | LAX  |   714.00 |    327
 ELP    | LBB  |   295.00 |    247
 ELP    | MAF  |   246.00 |    296
 ELP    | PHX  |   347.00 |   1069
 ELP    | SAN  |   636.00 |    166
 ELP    | SAT  |   496.00 |    300
 ELP    | SFO  |   993.00 |     60
 ELP    | SLC  |   693.00 |      1
 ELP    | TUS  |   269.00 |    163
 ERI    | DTW  |   163.00 |    247
 ERI    | PIT  |   109.00 |    429
 EUG    | DEN  |   997.00 |    248
 EUG    | MFR  |   122.00 |    146
 EUG    | PDX  |   106.00 |    177
 EUG    | SFO  |   451.00 |    527
 EVV    | ATL  |   350.00 |    110
 EVV    | DAY  |   220.00 |    247
 EVV    | IND  |   135.00 |    262
 EVV    | SDF  |    98.00 |     64
 EWR    | ATL  |   745.00 |   1197
 EWR    | AUS  |  1504.00 |     39
 EWR    | BDL  |   116.00 |    570
 EWR    | BNA  |   748.00 |    268
 EWR    | BOS  |   200.00 |   2116
 EWR    | BTV  |   266.00 |    322
 EWR    | BUF  |   282.00 |    973
 EWR    | BWI  |   169.00 |    434
 EWR    | CAE  |   602.00 |    256
 EWR    | CHS  |   628.00 |     72
 EWR    | CLE  |   404.00 |    970
 EWR    | CLT  |   529.00 |    750
 EWR    | CMH  |   462.00 |    544
 EWR    | CVG  |   569.00 |    563
 EWR    | DAB  |   884.00 |     10
 EWR    | DAY  |   533.00 |    246
 EWR    | DCA  |   199.00 |   1107
 EWR    | DEN  |  1605.00 |    725
 EWR    | DFW  |  1372.00 |    527
 EWR    | DTW  |   487.00 |    974
 EWR    | FLL  |  1065.00 |    627
 EWR    | GSO  |   446.00 |    451
 EWR    | HNL  |  4962.00 |     32
 EWR    | IAD  |   213.00 |    766
 EWR    | IAH  |  1400.00 |    492
 EWR    | IND  |   644.00 |    378
 EWR    | JAX  |   821.00 |    472
 EWR    | JFK  |    21.00 |     12
 EWR    | LAS  |  2227.00 |     79
 EWR    | LAX  |  2454.00 |    494
 EWR    | LGA  |    17.00 |     16
 EWR    | MCI  |  1092.00 |    258
 EWR    | MCO  |   938.00 |    707
 EWR    | MEM  |   946.00 |    256
 EWR    | MIA  |  1086.00 |    340
 EWR    | MLB  |   943.00 |     11
 EWR    | MSP  |  1008.00 |    414
 EWR    | MSY  |  1167.00 |    223
 EWR    | ONT  |  2409.00 |     71
 EWR    | ORD  |   719.00 |   2856
 EWR    | ORF  |   284.00 |    829
 EWR    | ORH  |   161.00 |    241
 EWR    | PBI  |  1024.00 |    426
 EWR    | PHL  |    81.00 |     14
 EWR    | PHX  |  2133.00 |     99
 EWR    | PIT  |   319.00 |   1148
 EWR    | PVD  |   160.00 |    306
 EWR    | PWM  |   284.00 |    408
 EWR    | RDU  |   416.00 |    804
 EWR    | RIC  |   278.00 |    342
 EWR    | ROA  |   389.00 |     75
 EWR    | ROC  |   246.00 |    821
 EWR    | RSW  |  1068.00 |    178
 EWR    | SAN  |  2425.00 |     74
 EWR    | SFO  |  2565.00 |    322
 EWR    | SJC  |  2548.00 |     72
 EWR    | SJU  |  1608.00 |    359
 EWR    | SRQ  |  1034.00 |    177
 EWR    | STL  |   872.00 |    419
 EWR    | STT  |  1634.00 |     34
 EWR    | SYR  |   194.00 |    851
 EWR    | TPA  |   998.00 |    468
 EWR    | UCA  |   180.00 |     75
 EYW    | MIA  |   126.00 |    493
 FAI    | ANC  |   261.00 |    711
 FAI    | JNU  |   624.00 |     85
 FAR    | BIS  |   187.00 |     89
 FAR    | DEN  |   627.00 |    137
 FAR    | FSD  |   230.00 |    177
 FAR    | MSP  |   223.00 |    432
 FAT    | BFL  |   100.00 |     51
 FAT    | DEN  |   844.00 |    278
 FAT    | LAX  |   209.00 |    684
 FAT    | RNO  |   188.00 |    245
 FAT    | SCK  |   114.00 |    147
 FAT    | SFO  |   158.00 |    330
 FAT    | SLC  |   501.00 |     78
 FAY    | BWI  |   313.00 |    181
 FAY    | CLT  |   118.00 |    805
 FAY    | ORF  |   199.00 |     76
 FCA    | HLN  |   159.00 |     85
 FCA    | MSO  |    97.00 |     17
 FCA    | SLC  |   532.00 |     75
 FLG    | GCN  |    62.00 |    116
 FLG    | PHX  |   119.00 |    429
 FLL    | ATL  |   581.00 |   1174
 FLL    | BDL  |  1173.00 |    101
 FLL    | BOS  |  1237.00 |    294
 FLL    | BWI  |   925.00 |    193
 FLL    | CLE  |  1062.00 |     89
 FLL    | CLT  |   631.00 |    271
 FLL    | CVG  |   932.00 |    181
 FLL    | DAY  |   982.00 |     92
 FLL    | DCA  |   899.00 |     77
 FLL    | DFW  |  1119.00 |    357
 FLL    | DTW  |  1127.00 |    169
 FLL    | EWR  |  1065.00 |    658
 FLL    | FLL  |     0.00 |      1
 FLL    | IAD  |   901.00 |    383
 FLL    | IAH  |   965.00 |    199
 FLL    | ISP  |  1093.00 |    156
 FLL    | JAX  |   318.00 |    309
 FLL    | JFK  |  1069.00 |    346
 FLL    | LGA  |  1076.00 |    770
 FLL    | MCO  |   178.00 |    670
 FLL    | MEM  |   851.00 |     88
 FLL    | MIA  |    21.00 |    489
 FLL    | MSY  |   673.00 |     81
 FLL    | ORD  |  1182.00 |    324
 FLL    | PBI  |    42.00 |    525
 FLL    | PHL  |   992.00 |    536
 FLL    | PIT  |   994.00 |    196
 FLL    | RDU  |   680.00 |    263
 FLL    | RSW  |   104.00 |     70
 FLL    | SRQ  |   174.00 |     15
 FLL    | STL  |  1056.00 |    169
 FLL    | TPA  |   197.00 |    790
 FNT    | DAY  |   213.00 |    268
 FOE    | LNK  |   143.00 |     28
 FOE    | MCI  |    56.00 |     29
 FSD    | DEN  |   483.00 |    354
 FSD    | DSM  |   211.00 |     85
 FSD    | FAR  |   230.00 |    175
 FSD    | MLI  |   351.00 |     88
 FSD    | MSP  |   197.00 |    321
 FSD    | OMA  |   163.00 |     82
 FSD    | ORD  |   462.00 |    170
 FSD    | RAP  |   317.00 |    258
 FSD    | STL  |   471.00 |     84
 FSD    | SUX  |    83.00 |     83
 FWA    | ATL  |   508.00 |     89
 FWA    | CAK  |   196.00 |     85
 FWA    | CVG  |   136.00 |     90
 FWA    | DAY  |    90.00 |    181
 FWA    | DTW  |   128.00 |    312
 FWA    | ORD  |   157.00 |    260
 FWA    | TOL  |    84.00 |     89
 GCN    | FLG  |    62.00 |    122
 GCN    | LAS  |   169.00 |    200
 GCN    | PHX  |   174.00 |     88
 GEG    | BIL  |   445.00 |     90
 GEG    | DEN  |   836.00 |    414
 GEG    | MSP  |  1175.00 |    169
 GEG    | ORD  |  1498.00 |    102
 GEG    | PDX  |   279.00 |    233
 GEG    | SEA  |   224.00 |   1053
 GEG    | SFO  |   733.00 |    415
 GEG    | SLC  |   546.00 |    240
 GFK    | MSP  |   284.00 |    304
 GJT    | DEN  |   212.00 |    386
 GJT    | DRO  |   142.00 |     87
 GJT    | PHX  |   438.00 |     82
 GNV    | ATL  |   300.00 |    350
 GNV    | MIA  |   295.00 |    219
 GPT    | MEM  |   324.00 |    245
 GPT    | MOB  |    53.00 |     71
 GRB    | DTW  |   288.00 |    310
 GRB    | MSP  |   252.00 |    335
 GRR    | DAY  |   217.00 |    343
 GRR    | DTW  |   120.00 |    404
 GRR    | LAN  |    48.00 |      3
 GRR    | MBS  |    86.00 |     74
 GRR    | MEM  |   591.00 |    160
 GRR    | MSP  |   408.00 |    250
 GRR    | ORD  |   137.00 |    915
 GRR    | PIT  |   319.00 |    285
 GSO    | ATL  |   306.00 |    973
 GSO    | BNA  |   377.00 |     86
 GSO    | BOS  |   645.00 |     81
 GSO    | BWI  |   278.00 |    429
 GSO    | CLT  |    83.00 |    786
 GSO    | DCA  |   248.00 |    243
 GSO    | DFW  |   999.00 |     90
 GSO    | EWR  |   446.00 |    405
 GSO    | FAY  |    97.00 |    153
 GSO    | IAD  |   239.00 |    176
 GSO    | ILM  |   171.00 |    245
 GSO    | LGA  |   461.00 |    366
 GSO    | ORD  |   590.00 |    383
 GSO    | ORF  |   216.00 |     15
 GSO    | PHL  |   365.00 |     75
 GSO    | PIT  |   304.00 |    271
 GSO    | RDU  |    67.00 |    521
 GSO    | RIC  |   175.00 |    147
 GSO    | SDF  |   351.00 |     73
 GSO    | TPA  |   580.00 |     85
 GSP    | ATL  |   153.00 |   1130
 GSP    | CHS  |   186.00 |     16
 GSP    | CLT  |    75.00 |    442
 GSP    | GSO  |   152.00 |     75
 GSP    | LGA  |   610.00 |    163
 GSP    | PIT  |   401.00 |     87
 GSP    | RDU  |   205.00 |    181
 GSP    | SAV  |   200.00 |     16
 GTF    | BIL  |   177.00 |    315
 GTF    | BZN  |   118.00 |     84
 GTF    | HLN  |    67.00 |     90
 GTF    | MSO  |   134.00 |    171
 GTF    | MSP  |   887.00 |    174
 GTF    | SLC  |   463.00 |    177
 GUC    | DFW  |   678.00 |     25
 GUC    | ORD  |  1031.00 |      1
 GUM    | HNL  |  3801.00 |     62
 GUM    | ROR  |   813.00 |     61
 GUM    | SPN  |   129.00 |    297
 GUM    | YAP  |   531.00 |     25
 HDN    | DFW  |   769.00 |     28
 HDN    | LAX  |   763.00 |      8
 HDN    | MSP  |   774.00 |      5
 HDN    | ORD  |  1009.00 |     14
 HDN    | SFO  |   838.00 |      5
 HLN    | FCA  |   159.00 |     86
 HLN    | SLC  |   402.00 |    177
 HNL    | ANC  |  2777.00 |     41
 HNL    | ATL  |  4502.00 |     61
 HNL    | DEN  |  3365.00 |    111
 HNL    | DFW  |  3784.00 |    246
 HNL    | EWR  |  4962.00 |     35
 HNL    | GUM  |  3801.00 |     56
 HNL    | JFK  |  4983.00 |     28
 HNL    | LAX  |  2556.00 |   1409
 HNL    | OGG  |   100.00 |    243
 HNL    | ORD  |  4243.00 |    307
 HNL    | SAN  |  2614.00 |     71
 HNL    | SEA  |  2677.00 |    172
 HNL    | SFO  |  2398.00 |    870
 HNL    | STL  |  4129.00 |     85
 HOU    | ATL  |   696.00 |    505
 HOU    | AUS  |   148.00 |    901
 HOU    | BHM  |   570.00 |     85
 HOU    | BNA  |   670.00 |    389
 HOU    | CRP  |   187.00 |    599
 HOU    | DAL  |   239.00 |   2572
 HOU    | DEN  |   883.00 |    244
 HOU    | DFW  |   247.00 |   1304
 HOU    | DTW  |  1093.00 |    255
 HOU    | ELP  |   677.00 |    235
 HOU    | HRL  |   276.00 |    667
 HOU    | IAH  |    24.00 |    636
 HOU    | JFK  |  1428.00 |     84
 HOU    | LAS  |  1235.00 |    152
 HOU    | LAX  |  1390.00 |    329
 HOU    | LGA  |  1428.00 |    215
 HOU    | LIT  |   393.00 |     85
 HOU    | MAF  |   441.00 |    162
 HOU    | MEM  |   484.00 |    320
 HOU    | MIA  |   955.00 |    298
 HOU    | MSY  |   303.00 |   1334
 HOU    | OKC  |   419.00 |    157
 HOU    | PHX  |  1020.00 |    403
 HOU    | SAT  |   192.00 |   1218
 HOU    | STL  |   687.00 |    704
 HOU    | TUL  |   453.00 |    223
 HPN    | DTW  |   505.00 |    251
 HPN    | IAD  |   247.00 |    148
 HPN    | ORD  |   738.00 |    150
 HRL    | AUS  |   273.00 |     74
 HRL    | DFW  |   461.00 |    359
 HRL    | HOU  |   276.00 |    594
 HRL    | IAH  |   295.00 |    383
 HRL    | SAT  |   233.00 |    262
 HSV    | ATL  |   151.00 |    377
 HSV    | BHM  |    74.00 |    329
 HSV    | BNA  |   102.00 |    248
 HSV    | DFW  |   603.00 |     75
 HSV    | MEM  |   184.00 |    399
 HSV    | ORD  |   510.00 |     29
 HTS    | CLT  |   235.00 |    256
 HTS    | CVG  |   123.00 |     89
 HTS    | PIT  |   192.00 |    242
 IAD    | ATL  |   533.00 |    520
 IAD    | BDL  |   326.00 |    529
